BUSINESS_YEAR,STATE_CODE,ISSUER_ID,SOURCE_NAME,VERSION_NUMBER,IMPORT_DATE,STANDARD_COMPONENT_ID,PLAN_ID,BENEFIT_NAME,IS_EHB,IS_STATE_MANDATE,IS_COVERED,QUANTITY_LIMIT_ON_SVC,LIMIT_QUANTITY,LIMIT_UNIT,MINIMUM_STAY,EXCLUSIONS,EXPLANATION,EHB_VAR_REASON,IS_SUBJECTED_TO_DED_TIER_1,IS_SUBJECTED_TO_DED_TIER_2,IS_EXCLUDED_FROM_INN_MOOP,IS_EXCLUDED_FROM_OON_MOOP
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010005,76962CT0010005-01,Wound Care for Individuals with Epidermolysis Bullosa,,,,,,,,,,Additional EHB Benefit,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010005,76962CT0010005-01,Mammography Ultrasound,,,,,,,,,,Additional EHB Benefit,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010005,76962CT0010005-02,Primary Care Visit to Treat an Injury or Illness,Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010005,76962CT0010005-02,Specialist Visit,Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010005,76962CT0010005-02,"Other Practitioner Office Visit (Nurse, Physician Assistant)",Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010005,76962CT0010005-02,"Outpatient Facility Fee (e.g., Ambulatory Surgery Center)",Yes,,,,,,,,$300 copay per visit after INET plan deductible met at Ambulatory Surgery Center; CSR 87% has a $60 copay per visit after INET plan deductible is met for Ambulatory Surgery Center;  CSR 94% has a $45 copay per visit after INET plan deductible is met for Ambulatory Surgery Center.,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010005,76962CT0010005-02,Outpatient Surgery Physician/Surgical Services,Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010005,76962CT0010005-02,Hospice Services,Yes,,,,,,,,Covered if the Member has a life expectancy of six months or less and if the care is Pre-Authorized or Pre-Certified.,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010005,76962CT0010005-02,Routine Dental Services (Adult),,,,,,,,,,,,,Yes,Yes
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010005,76962CT0010005-02,Infertility Treatment,Yes,,,,,,,,If needed carrier may develop explanations pertinent in defining the benefit attributes.,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010005,76962CT0010005-02,Long-Term/Custodial Nursing Home Care,,,,,,,,,,,,,Yes,Yes
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010005,76962CT0010005-02,Private-Duty Nursing,,,,,,,,,,,,,Yes,Yes
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010005,76962CT0010005-02,Routine Eye Exam (Adult),,,,Yes,1,Visit(s) per Year,,,,Not EHB,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010005,76962CT0010005-02,Urgent Care Centers or Facilities,Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010005,76962CT0010005-02,Home Health Care Services,Yes,,,Yes,100,Visit(s) per Year,,,OON is subject to a $50 Deductible,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010005,76962CT0010005-02,Emergency Room Services,Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010005,76962CT0010005-02,Emergency Transportation/Ambulance,Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010005,76962CT0010005-02,"Inpatient Hospital Services (e.g., Hospital Stay)",Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010005,76962CT0010005-02,Inpatient Physician and Surgical Services,Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010005,76962CT0010005-02,Bariatric Surgery,,,,,,,,,,,,,Yes,Yes
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010005,76962CT0010005-02,Cosmetic Surgery,,,,,,,,,,,,,Yes,Yes
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010005,76962CT0010005-02,Skilled Nursing Facility,Yes,,,Yes,90,Days per Year,,,If needed carrier may develop explanations pertinent in defining the benefit attributes.,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010005,76962CT0010005-02,Prenatal and Postnatal Care,Yes,,,,,,,,"Newborn child of participant covered for the first 61 days following birth; after, must be signed up.  Newborn grandchild covered for 61 days if mother is enrolled daughter of participant; no mention of eligibility if the father is the son of the participant.",,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010005,76962CT0010005-02,Delivery and All Inpatient Services for Maternity Care,Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010005,76962CT0010005-02,Mental/Behavioral Health Outpatient Services,Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010005,76962CT0010005-02,Mental/Behavioral Health Inpatient Services,Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010005,76962CT0010005-02,Substance Abuse Disorder Outpatient Services,Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010005,76962CT0010005-02,Substance Abuse Disorder Inpatient Services,Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010005,76962CT0010005-02,Generic Drugs,Yes,,,,,,,,30 day supply retail or 90 day supply mail,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010005,76962CT0010005-02,Preferred Brand Drugs,Yes,,,,,,,,30 day supply retail or 90 day supply mail,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010005,76962CT0010005-02,Non-Preferred Brand Drugs,Yes,,,,,,,,30 day supply retail or 90 day supply mail,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Primary Care Visit to Treat an Injury or Illness,Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Specialist Visit,Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,"Other Practitioner Office Visit (Nurse, Physician Assistant)",Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,"Outpatient Facility Fee (e.g., Ambulatory Surgery Center)",Yes,,,,,,,,$300 copay per visit after INET plan deductible met at Ambulatory Surgery Center,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Outpatient Surgery Physician/Surgical Services,Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Hospice Services,Yes,,,,,,,,Covered if the Member has a life expectancy of six months or less and if the care is Pre-Authorized or Pre-Certified.,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Routine Dental Services (Adult),,,,,,,,,,,,,Yes,Yes
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Infertility Treatment,Yes,,,,,,,,If needed carrier may develop explanations pertinent in defining the benefit attributes.,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Long-Term/Custodial Nursing Home Care,,,,,,,,,,,,,Yes,Yes
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Private-Duty Nursing,,,,,,,,,,,,,Yes,Yes
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Routine Eye Exam (Adult),,,,Yes,1,Visit(s) per Year,,,,Not EHB,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Urgent Care Centers or Facilities,Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Home Health Care Services,Yes,,,Yes,100,Visit(s) per Year,,,OON is subject to a $50 Deductible,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Emergency Room Services,Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Emergency Transportation/Ambulance,Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,"Inpatient Hospital Services (e.g., Hospital Stay)",Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Inpatient Physician and Surgical Services,Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Bariatric Surgery,,,,,,,,,,,,,Yes,Yes
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Cosmetic Surgery,,,,,,,,,,,,,Yes,Yes
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Skilled Nursing Facility,Yes,,,Yes,90,Days per Year,,,If needed carrier may develop explanations pertinent in defining the benefit attributes.,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Prenatal and Postnatal Care,Yes,,,,,,,,"Newborn child of participant covered for the first 61 days following birth; after, must be signed up.  Newborn grandchild covered for 61 days if mother is enrolled daughter of participant; no mention of eligibility if the father is the son of the participant.",,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Delivery and All Inpatient Services for Maternity Care,Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Mental/Behavioral Health Outpatient Services,Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Mental/Behavioral Health Inpatient Services,Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Substance Abuse Disorder Outpatient Services,Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Substance Abuse Disorder Inpatient Services,Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Generic Drugs,Yes,,,,,,,,30 day supply retail or 90 day supply mail,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Preferred Brand Drugs,Yes,,,,,,,,30 day supply retail or 90 day supply mail,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Non-Preferred Brand Drugs,Yes,,,,,,,,30 day supply retail or 90 day supply mail,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Specialty Drugs,Yes,,,,,,,,30 day supply mail order,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Outpatient Rehabilitation Services,Yes,,,Yes,40,Visit(s) per Year,,,"Limit is combined for PT, ST and OT.",,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Habilitation Services,Yes,,,Yes,40,Visit(s) per Year,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Chiropractic Care,Yes,,,Yes,20,Visit(s) per Year,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Durable Medical Equipment,Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Hearing Aids,Yes,,,Yes,1,Item(s) per 2 Years,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,"Imaging (CT/PET Scans, MRIs)",Yes,,,,,,,,"Annual max of $375 for MRI, CT Scan; $400 max for PET",,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Preventive Care/Screening/Immunization,Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Routine Foot Care,,,,,,,,,,,,,Yes,Yes
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Acupuncture,,,,,,,,,,,,,Yes,Yes
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Weight Loss Programs,,,,,,,,,,,,,Yes,Yes
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Routine Eye Exam for Children,Yes,,,Yes,1,Exam(s) per Year,,,Covered up to age 20,Substantially Equal,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Eye Glasses for Children,Yes,,,Yes,1,Item(s) per Year,,,Covered to age 20,Substantially Equal,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Dental Check-Up for Children,Yes,,,Yes,2,Visit(s) per Year,,,Covered to age 20,Substantially Equal,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Rehabilitative Speech Therapy,Yes,,,Yes,40,Visit(s) per Year,,,"Limit includes PT, ST and OT.",,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Rehabilitative Occupational and Rehabilitative Physical Therapy,Yes,,,Yes,40,Visit(s) per Year,,,"Limit includes PT, ST and OT.",,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Well Baby Visits and Care,Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Laboratory Outpatient and Professional Services,Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,X-rays and Diagnostic Imaging,Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Basic Dental Care - Child,Yes,,,,,,,,Covered to age 20,Substantially Equal,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Orthodontia - Child,Yes,,,,,,,,Medically necessary services only.  Covered to age 20.,Substantially Equal,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Major Dental Care - Child,Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Basic Dental Care - Adult,,,,,,,,,,,,,Yes,Yes
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Orthodontia - Adult,,,,,,,,,,,,,Yes,Yes
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Major Dental Care - Adult,,,,,,,,,,,,,Yes,Yes
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Abortion for Which Public Funding is Prohibited,,,,,,,,,,Not EHB,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Transplant,Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Accidental Dental,,,,,,,,,,Not EHB,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Dialysis,Yes,,,,,,,,If needed carrier may develop explanations pertinent in defining the benefit attributes.,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Allergy Testing,Yes,,,Yes,1,Visit(s) per Year,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Chemotherapy,Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Radiation,Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Diabetes Education,Yes,,,Yes,10,Hours per Lifetime,,,If needed carrier may develop explanations pertinent in defining the benefit attributes.  AHCT disagrees the limit is per life time. The limit per the document is up to 10 hrs initial training and up to 8 additional hrs under other circumstances.,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Prosthetic Devices,Yes,,,,,,,,A wig prescribed by an oncologist for a Member suffering hair loss as a result of chemotherapy or radiation therapy is covered without Pre-Authorization up to one wig per year.  Artificial Limbs are covered at 20%.,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Infusion Therapy,Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Treatment for Temporomandibular Joint Disorders,Yes,,,,,,,,Some PT and surgery covered.,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Nutritional Counseling,Yes,,,Yes,2,Visit(s) per Year,,,If needed carrier may develop explanations pertinent in defining the benefit attributes.,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Reconstructive Surgery,Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Accidental Ingestion of a Controlled Drug,,,,,,,,,,Additional EHB Benefit,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Bone Marrow Testing,,,,,,,,,,Additional EHB Benefit,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Bones/Joints,,,,,,,,,,Additional EHB Benefit,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Developmental Needs of Children & Youth with Cancer,,,,,,,,,,Additional EHB Benefit,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Diabetes Care Management,,,,,,,,,,Additional EHB Benefit,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Early Intervention Services,,,,,,,,,,Additional EHB Benefit,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Inherited Metabolic Disorder - PKU,,,,,,,,,,Additional EHB Benefit,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Post-Mastectomy Care,,,,,,,,,,Additional EHB Benefit,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Treatment of Medical Complications of Alcoholism,,,,,,,,,,Additional EHB Benefit,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Wound Care for Individuals with Epidermolysis Bullosa,,,,,,,,,,Additional EHB Benefit,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-01,Mammography Ultrasound,,,,,,,,,,Additional EHB Benefit,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-02,Primary Care Visit to Treat an Injury or Illness,Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-02,Specialist Visit,Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-02,"Other Practitioner Office Visit (Nurse, Physician Assistant)",Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-02,"Outpatient Facility Fee (e.g., Ambulatory Surgery Center)",Yes,,,,,,,,$300 copay per visit after INET plan deductible met at Ambulatory Surgery Center,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-02,Outpatient Surgery Physician/Surgical Services,Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-02,Hospice Services,Yes,,,,,,,,Covered if the Member has a life expectancy of six months or less and if the care is Pre-Authorized or Pre-Certified.,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-02,Routine Dental Services (Adult),,,,,,,,,,,,,Yes,Yes
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-02,Infertility Treatment,Yes,,,,,,,,If needed carrier may develop explanations pertinent in defining the benefit attributes.,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-02,Long-Term/Custodial Nursing Home Care,,,,,,,,,,,,,Yes,Yes
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-02,Private-Duty Nursing,,,,,,,,,,,,,Yes,Yes
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-02,Routine Eye Exam (Adult),,,,Yes,1,Visit(s) per Year,,,,Not EHB,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-02,Urgent Care Centers or Facilities,Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-02,Home Health Care Services,Yes,,,Yes,100,Visit(s) per Year,,,OON is subject to a $50 Deductible,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-02,Emergency Room Services,Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-02,Emergency Transportation/Ambulance,Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-02,"Inpatient Hospital Services (e.g., Hospital Stay)",Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-02,Inpatient Physician and Surgical Services,Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-02,Bariatric Surgery,,,,,,,,,,,,,Yes,Yes
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-02,Cosmetic Surgery,,,,,,,,,,,,,Yes,Yes
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-02,Skilled Nursing Facility,Yes,,,Yes,90,Days per Year,,,If needed carrier may develop explanations pertinent in defining the benefit attributes.,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-02,Prenatal and Postnatal Care,Yes,,,,,,,,"Newborn child of participant covered for the first 61 days following birth; after, must be signed up.  Newborn grandchild covered for 61 days if mother is enrolled daughter of participant; no mention of eligibility if the father is the son of the participant.",,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-02,Delivery and All Inpatient Services for Maternity Care,Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-02,Mental/Behavioral Health Outpatient Services,Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-02,Mental/Behavioral Health Inpatient Services,Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-02,Substance Abuse Disorder Outpatient Services,Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-02,Substance Abuse Disorder Inpatient Services,Yes,,,,,,,,,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-02,Generic Drugs,Yes,,,,,,,,30 day supply retail or 90 day supply mail,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-02,Preferred Brand Drugs,Yes,,,,,,,,30 day supply retail or 90 day supply mail,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-02,Non-Preferred Brand Drugs,Yes,,,,,,,,30 day supply retail or 90 day supply mail,,,,No,No
2020,CT,76962,SERFF,1,1/27/2020 8:53,76962CT0010001,76962CT0010001-02,Specialty Drugs,Yes,,,,,,,,30 day supply mail order,,,,No,No
